Date,name,title,rating,description
"January 11, 2021",WalmartCustomer,Every single time we,5.0,"Every single time we see them on the shelves we buy them. In the life of covid, carrying the wipes around make me feel cleaner in public. I can focus on disinfecting surfaces myself to protect myself and my family in social situations."
"January 11, 2021",heatherm401,These are my favorite,5.0,"These are my favorite quick and easy product to always have on hand. At home I love to use them for wiping down the sides, back and seat of my child's high chair and door handles. I always have some in the car for sanitizing carts before walking into a store."
"January 9, 2021",tracyb68,Nice to wipe things,5.0,Nice to wipe things down. Quick and easy to use. I grab a couple to wipe down door handles around the house fairly frequently to prevent getting Covid.
"January 8, 2021",1aurenmac,I love the convenience,5.0,I love the convenience of a disinfectant wipe! It just helps keeping things clean after a long day a little easier. I love wiping down my kitchen and bathroom counters with these wipes in between cleanings.
"January 8, 2021",Charles,Product needs to be sold to Everyone,5.0,"Great product, badly needed for general population not just health care facilities, business who are overpricing this product for more money"
"January 8, 2021",shevonh,"These work great, have",4.0,"These work great, have plenty of product on them & don't dry out as easily. This particular scent is good & strong & they clean so well."
"January 7, 2021",heyitsbritt,My favorite go to,5.0,"My favorite go to cleaning product because I can use on almost every surface! They don't have a nasty smell and get things super clean and germ free. I can use in my kitchen counter, sinks around bathroom tubs, on the toilets, on walls, doors; overall they are life savers you don't have to spray something that's dangerous for pets or children but you can clean every surface and it looks sparkly clean."
"January 7, 2021",mms526,I feel good that,5.0,I feel good that I'm keeping my house clean with these on hand. I question if knock offs have the same claims so try to stick to Clorox if I can.
"January 7, 2021",aliciamariedb7cf087,Always great. I love,4.0,Always great. I love how clean everything feels after using these. I don't always love how chemical it smells
"January 6, 2021",megvish,Whoever knew that three,5.0,"Whoever knew that three year of 2019 would be the year of Clorox wipes, sanitizer and toilet paper. When I find these in stores nowadays it's like striking gold. I love these just to give everything a solid clean. You know these do the job and get rid of the germs."
"January 6, 2021",stickvacuumuser,Lucky to Find,5.0,"Hard to find item, but worth the wait and search."
"January 3, 2021",annemarieok,"What can I say,",5.0,"What can I say, when there's a potentially killer virus looming you go with the trusted name. And when you're lazy you go with wipes. These don't dry out in the canister and they hold the product instead of the other drippy brands. Luckily I was on auto ship before the hoarding started so my stash lasted a long time. This also doesn't dry out your hands."
"January 3, 2021",kimberlyn52,This is an average,4.0,This is an average disinfecting wipe. Thin and not very durable. I buy the off brand to save myself a bit.
"January 2, 2021",Danyale,Great product,5.0,Awesome shipping! Great product
"January 1, 2021",Theodore,Great,5.0,"Cleans everything from door knobs to car seats. Kills germs and leaves a good smell, no residue."
"January 1, 2021",Jennifer,Nice package,5.0,"Was excited when I seen I could get this pack delivered, ahh miss the old days."
"January 1, 2021",heathers27,"I love these wipes,",5.0,"I love these wipes, I use them to wipe down almost everything surface wise in my kitchen and on door knobs, the bathroom sinks, i even have a travel sized pack in my purse because, ya know, coronavirus! And they smell okay, much better than the plain ones."
"January 1, 2021",amandab439,Super awesome@to have around,4.0,Super awesome@to have around the house especially how this year has been. My only con is that one wipe doesn't get you that far but I always buy these when they're available at the store.
